Entity,Code,Date,"Daily new confirmed cases of COVID-19 per million people (rolling 3-day average, right-aligned)"
Afghanistan,AFG,"Feb 25, 2020",0.00867
Afghanistan,AFG,"Feb 26, 2020",0.00867
Afghanistan,AFG,"Feb 27, 2020",0.00867
Afghanistan,AFG,"Mar 8, 2020",0.077
Afghanistan,AFG,"Mar 9, 2020",0.077
Afghanistan,AFG,"Mar 10, 2020",0.077
Afghanistan,AFG,"Mar 11, 2020",0.077
Afghanistan,AFG,"Mar 12, 2020",0.077
Afghanistan,AFG,"Mar 13, 2020",0.077
Afghanistan,AFG,"Mar 15, 2020",0.077
Afghanistan,AFG,"Mar 16, 2020",0.1155
Afghanistan,AFG,"Mar 17, 2020",0.11967
Afghanistan,AFG,"Mar 18, 2020",0.10267
Afghanistan,AFG,"Mar 19, 2020",0.05133
Afghanistan,AFG,"Mar 20, 2020",0.00867
Afghanistan,AFG,"Mar 21, 2020",0.017
Afghanistan,AFG,"Mar 22, 2020",0.017
Afghanistan,AFG,"Mar 23, 2020",0.10267
Afghanistan,AFG,"Mar 24, 2020",0.137
Afghanistan,AFG,"Mar 25, 2020",0.154
Afghanistan,AFG,"Mar 26, 2020",0.351
Afghanistan,AFG,"Mar 27, 2020",0.29967
Afghanistan,AFG,"Mar 28, 2020",0.41967
Afghanistan,AFG,"Mar 29, 2020",0.26533
Afghanistan,AFG,"Mar 30, 2020",0.334
Afghanistan,AFG,"Mar 31, 2020",0.42833
Afghanistan,AFG,"Apr 1, 2020",0.514
Afghanistan,AFG,"Apr 2, 2020",0.668
Afghanistan,AFG,"Apr 3, 2020",0.805
Afghanistan,AFG,"Apr 4, 2020",0.591
Afghanistan,AFG,"Apr 5, 2020",0.668
Afghanistan,AFG,"Apr 6, 2020",0.548
Afghanistan,AFG,"Apr 7, 2020",0.87333
Afghanistan,AFG,"Apr 8, 2020",0.83067
Afghanistan,AFG,"Apr 9, 2020",1.062
Afghanistan,AFG,"Apr 10, 2020",1.259
Afghanistan,AFG,"Apr 11, 2020",1.31867
Afghanistan,AFG,"Apr 12, 2020",1.13
Afghanistan,AFG,"Apr 13, 2020",1.053
Afghanistan,AFG,"Apr 14, 2020",1.233
Afghanistan,AFG,"Apr 15, 2020",1.36167
Afghanistan,AFG,"Apr 16, 2020",1.51567
Afghanistan,AFG,"Apr 17, 2020",1.10467
Afghanistan,AFG,"Apr 18, 2020",1.12167
Afghanistan,AFG,"Apr 19, 2020",1.06167
Afghanistan,AFG,"Apr 20, 2020",1.72967
Afghanistan,AFG,"Apr 21, 2020",1.59267
Afghanistan,AFG,"Apr 22, 2020",1.57567
Afghanistan,AFG,"Apr 23, 2020",1.54133
Afghanistan,AFG,"Apr 24, 2020",2.14067
Afghanistan,AFG,"Apr 25, 2020",2.21767
Afghanistan,AFG,"Apr 26, 2020",2.45733
Afghanistan,AFG,"Apr 27, 2020",2.14067
Afghanistan,AFG,"Apr 28, 2020",3.014
Afghanistan,AFG,"Apr 29, 2020",3.11667
Afghanistan,AFG,"Apr 30, 2020",3.579
Afghanistan,AFG,"May 1, 2020",4.00733
Afghanistan,AFG,"May 2, 2020",4.35
Africa,,"Feb 15, 2020",0.00033
Africa,,"Feb 16, 2020",0.00033
Africa,,"Feb 17, 2020",0.00033
Africa,,"Feb 26, 2020",0.00033
Africa,,"Feb 27, 2020",0.00033
Africa,,"Feb 28, 2020",0.00067
Africa,,"Feb 29, 2020",0.00033
Africa,,"Mar 1, 2020",0.00067
Africa,,"Mar 2, 2020",0.00067
Africa,,"Mar 3, 2020",0.00133
Africa,,"Mar 4, 2020",0.00133
Africa,,"Mar 5, 2020",0.00333
Africa,,"Mar 6, 2020",0.005
Africa,,"Mar 7, 2020",0.008
Africa,,"Mar 8, 2020",0.006
Africa,,"Mar 9, 2020",0.01333
Africa,,"Mar 10, 2020",0.013
Africa,,"Mar 11, 2020",0.015
Africa,,"Mar 12, 2020",0.00867
Africa,,"Mar 13, 2020",0.016
Africa,,"Mar 14, 2020",0.02433
Africa,,"Mar 15, 2020",0.03033
Africa,,"Mar 16, 2020",0.041
Africa,,"Mar 17, 2020",0.04967
Africa,,"Mar 18, 2020",0.06333
Africa,,"Mar 19, 2020",0.077
Africa,,"Mar 20, 2020",0.08533
Africa,,"Mar 21, 2020",0.11967
Africa,,"Mar 22, 2020",0.135
Africa,,"Mar 23, 2020",0.16033
Africa,,"Mar 24, 2020",0.18967
Africa,,"Mar 25, 2020",0.25533
Africa,,"Mar 26, 2020",0.32333
Africa,,"Mar 27, 2020",0.383
Africa,,"Mar 28, 2020",0.398
Africa,,"Mar 29, 2020",0.35667
Africa,,"Mar 30, 2020",0.336
Africa,,"Mar 31, 2020",0.33167
Africa,,"Apr 1, 2020",0.37367
Africa,,"Apr 2, 2020",0.40267
Africa,,"Apr 3, 2020",0.43433
Africa,,"Apr 4, 2020",0.468
Africa,,"Apr 5, 2020",0.545
Africa,,"Apr 6, 2020",0.56967
Africa,,"Apr 7, 2020",0.57033
Africa,,"Apr 8, 2020",0.51833
Africa,,"Apr 9, 2020",0.565
Africa,,"Apr 10, 2020",0.61633
Africa,,"Apr 11, 2020",0.60367
Africa,,"Apr 12, 2020",0.552
Africa,,"Apr 13, 2020",0.55767
Africa,,"Apr 14, 2020",0.582
Africa,,"Apr 15, 2020",0.65033
Africa,,"Apr 16, 2020",0.67667
Africa,,"Apr 17, 2020",0.75533
Africa,,"Apr 18, 2020",0.89933
Africa,,"Apr 19, 2020",0.94833
Africa,,"Apr 20, 2020",0.988
Africa,,"Apr 21, 2020",0.83767
Africa,,"Apr 22, 2020",0.885
Africa,,"Apr 23, 2020",0.841
Africa,,"Apr 24, 2020",0.983
Africa,,"Apr 25, 2020",1.10833
Africa,,"Apr 26, 2020",1.15133
Africa,,"Apr 27, 2020",1.12567
Africa,,"Apr 28, 2020",1.01667
Africa,,"Apr 29, 2020",1.148
Africa,,"Apr 30, 2020",1.24033
Africa,,"May 1, 2020",1.41433
Africa,,"May 2, 2020",1.44833
Albania,ALB,"Mar 9, 2020",0.695
Albania,ALB,"Mar 10, 2020",1.0425
Albania,ALB,"Mar 11, 2020",1.15833
Albania,ALB,"Mar 12, 2020",1.04233
Albania,ALB,"Mar 13, 2020",1.969
Albania,ALB,"Mar 14, 2020",2.664
Albania,ALB,"Mar 15, 2020",3.12733
Albania,ALB,"Mar 16, 2020",2.20067
Albania,ALB,"Mar 17, 2020",2.08467
Albania,ALB,"Mar 18, 2020",1.969
Albania,ALB,"Mar 19, 2020",1.969
Albania,ALB,"Mar 20, 2020",2.20067
Albania,ALB,"Mar 21, 2020",1.73733
Albania,ALB,"Mar 22, 2020",1.969
Albania,ALB,"Mar 23, 2020",2.20067
Albania,ALB,"Mar 24, 2020",3.47467
Albania,ALB,"Mar 25, 2020",5.44367
Albania,ALB,"Mar 26, 2020",6.602
Albania,ALB,"Mar 27, 2020",8.57133
Albania,ALB,"Mar 28, 2020",7.29733
Albania,ALB,"Mar 29, 2020",5.90733
Albania,ALB,"Mar 30, 2020",4.40133
Albania,ALB,"Mar 31, 2020",4.28533
Albania,ALB,"Apr 1, 2020",5.328
Albania,ALB,"Apr 2, 2020",5.444
Albania,ALB,"Apr 3, 2020",6.255
Albania,ALB,"Apr 4, 2020",7.06567
Albania,ALB,"Apr 5, 2020",8.57133
Albania,ALB,"Apr 6, 2020",9.72967
Albania,ALB,"Apr 7, 2020",8.45567
Albania,ALB,"Apr 8, 2020",5.79167
Albania,ALB,"Apr 9, 2020",4.51733
Albania,ALB,"Apr 10, 2020",3.70633
Albania,ALB,"Apr 11, 2020",3.822
Albania,ALB,"Apr 12, 2020",3.822
Albania,ALB,"Apr 13, 2020",4.28533
Albania,ALB,"Apr 14, 2020",5.907
Albania,ALB,"Apr 15, 2020",4.86467
Albania,ALB,"Apr 16, 2020",5.55967
Albania,ALB,"Apr 17, 2020",5.90733
Albania,ALB,"Apr 18, 2020",7.413
Albania,ALB,"Apr 19, 2020",6.25467
Albania,ALB,"Apr 20, 2020",5.09633
Albania,ALB,"Apr 21, 2020",5.21233
Albania,ALB,"Apr 22, 2020",7.06567
Albania,ALB,"Apr 23, 2020",8.33967
Albania,ALB,"Apr 24, 2020",9.15033
Albania,ALB,"Apr 25, 2020",7.992
Albania,ALB,"Apr 26, 2020",9.03467
Albania,ALB,"Apr 27, 2020",7.29733
Albania,ALB,"Apr 28, 2020",6.71833
Albania,ALB,"Apr 29, 2020",4.40167
Albania,ALB,"Apr 30, 2020",4.63333
Albania,ALB,"May 1, 2020",4.28567
Albania,ALB,"May 2, 2020",3.70633
Algeria,DZA,"Feb 26, 2020",0.00767
Algeria,DZA,"Feb 27, 2020",0.00767
Algeria,DZA,"Feb 28, 2020",0.00767
Algeria,DZA,"Mar 1, 2020",0.01533
Algeria,DZA,"Mar 2, 2020",0.01533
Algeria,DZA,"Mar 3, 2020",0.023
Algeria,DZA,"Mar 4, 2020",0.023
Algeria,DZA,"Mar 5, 2020",0.103
Algeria,DZA,"Mar 6, 2020",0.10667
Algeria,DZA,"Mar 7, 2020",0.137
Algeria,DZA,"Mar 8, 2020",0.114
Algeria,DZA,"Mar 9, 2020",0.068
Algeria,DZA,"Mar 10, 2020",0.068
Algeria,DZA,"Mar 11, 2020",0.068
Algeria,DZA,"Mar 13, 2020",0.057
Algeria,DZA,"Mar 14, 2020",0.04567
Algeria,DZA,"Mar 15, 2020",0.12933
Algeria,DZA,"Mar 16, 2020",0.175
Algeria,DZA,"Mar 17, 2020",0.24333
Algeria,DZA,"Mar 18, 2020",0.175
Algeria,DZA,"Mar 19, 2020",0.18267
Algeria,DZA,"Mar 20, 2020",0.24333
Algeria,DZA,"Mar 21, 2020",0.31933
Algeria,DZA,"Mar 22, 2020",0.50933
Algeria,DZA,"Mar 23, 2020",0.844
Algeria,DZA,"Mar 24, 2020",0.973
Algeria,DZA,"Mar 25, 2020",0.95
Algeria,DZA,"Mar 26, 2020",0.76767
Algeria,DZA,"Mar 27, 2020",1.04133
Algeria,DZA,"Mar 28, 2020",1.10233
Algeria,DZA,"Mar 29, 2020",1.15533
Algeria,DZA,"Mar 30, 2020",1.09467
Algeria,DZA,"Mar 31, 2020",1.33033
Algeria,DZA,"Apr 1, 2020",1.99167
Algeria,DZA,"Apr 2, 2020",2.554
Algeria,DZA,"Apr 3, 2020",3.05567
Algeria,DZA,"Apr 4, 2020",3.45867
Algeria,DZA,"Apr 5, 2020",3.071
Algeria,DZA,"Apr 6, 2020",2.539
Algeria,DZA,"Apr 7, 2020",1.91567
Algeria,DZA,"Apr 8, 2020",1.64967
Algeria,DZA,"Apr 9, 2020",1.91567
Algeria,DZA,"Apr 10, 2020",1.84733
Algeria,DZA,"Apr 11, 2020",2.22733
Algeria,DZA,"Apr 12, 2020",1.923
Algeria,DZA,"Apr 13, 2020",1.885
Algeria,DZA,"Apr 14, 2020",1.68767
Algeria,DZA,"Apr 15, 2020",1.86267
Algeria,DZA,"Apr 16, 2020",1.87
Algeria,DZA,"Apr 17, 2020",2.16633
Algeria,DZA,"Apr 18, 2020",2.64533
Algeria,DZA,"Apr 19, 2020",2.85067
Algeria,DZA,"Apr 20, 2020",2.74433
Algeria,DZA,"Apr 21, 2020",2.28067
Algeria,DZA,"Apr 22, 2020",2.09833
Algeria,DZA,"Apr 23, 2020",2.13633
Algeria,DZA,"Apr 24, 2020",2.197
Algeria,DZA,"Apr 25, 2020",2.40233
Algeria,DZA,"Apr 26, 2020",2.63033
Algeria,DZA,"Apr 27, 2020",2.85067
Algeria,DZA,"Apr 28, 2020",2.96467
Algeria,DZA,"Apr 29, 2020",2.98733
Algeria,DZA,"Apr 30, 2020",3.54233
Algeria,DZA,"May 1, 2020",3.717
Algeria,DZA,"May 2, 2020",3.83867
Andorra,AND,"Mar 3, 2020",12.942
Andorra,AND,"Mar 4, 2020",12.942
Andorra,AND,"Mar 5, 2020",12.942
Andorra,AND,"Mar 14, 2020",12.942
Andorra,AND,"Mar 15, 2020",12.942
Andorra,AND,"Mar 16, 2020",25.8845
Andorra,AND,"Mar 17, 2020",77.6545
Andorra,AND,"Mar 18, 2020",51.76967
Andorra,AND,"Mar 19, 2020",207.07933
Andorra,AND,"Mar 20, 2020",263.16333
Andorra,AND,"Mar 21, 2020",263.16333
Andorra,AND,"Mar 22, 2020",150.99533
Andorra,AND,"Mar 23, 2020",163.938
Andorra,AND,"Mar 24, 2020",250.221
Andorra,AND,"Mar 25, 2020",327.876
Andorra,AND,"Mar 26, 2020",323.56167
Andorra,AND,"Mar 27, 2020",392.58833
Andorra,AND,"Mar 28, 2020",444.358
Andorra,AND,"Mar 29, 2020",517.69867
Andorra,AND,"Mar 30, 2020",474.557
Andorra,AND,"Mar 31, 2020",444.358
Andorra,AND,"Apr 1, 2020",293.36267
Andorra,AND,"Apr 2, 2020",241.593
Andorra,AND,"Apr 3, 2020",250.22133
Andorra,AND,"Apr 4, 2020",271.792
Andorra,AND,"Apr 5, 2020",327.876
Andorra,AND,"Apr 6, 2020",314.93333
Andorra,AND,"Apr 7, 2020",375.33167
Andorra,AND,"Apr 8, 2020",340.81833
Andorra,AND,"Apr 9, 2020",271.792
Andorra,AND,"Apr 10, 2020",245.907
Andorra,AND,"Apr 11, 2020",241.59267
Andorra,AND,"Apr 12, 2020",250.221
Andorra,AND,"Apr 13, 2020",237.27867
Andorra,AND,"Apr 14, 2020",194.13733
Andorra,AND,"Apr 15, 2020",159.624
Andorra,AND,"Apr 16, 2020",150.99567
Andorra,AND,"Apr 17, 2020",155.30967
Andorra,AND,"Apr 18, 2020",159.624
Andorra,AND,"Apr 19, 2020",133.739
Andorra,AND,"Apr 20, 2020",133.739
Andorra,AND,"Apr 21, 2020",90.59733
Andorra,AND,"Apr 22, 2020",56.084
Andorra,AND,"Apr 23, 2020",43.14167
Andorra,AND,"Apr 24, 2020",30.199
Andorra,AND,"Apr 25, 2020",60.398
Andorra,AND,"Apr 26, 2020",43.14133
Andorra,AND,"Apr 27, 2020",69.02633
Andorra,AND,"Apr 28, 2020",51.76967
Andorra,AND,"Apr 29, 2020",43.14133
Andorra,AND,"Apr 30, 2020",12.94233
Andorra,AND,"May 1, 2020",8.62833
Andorra,AND,"May 2, 2020",12.94233
Angola,AGO,"Mar 22, 2020",0.061
Angola,AGO,"Mar 23, 2020",0.0305
Angola,AGO,"Mar 24, 2020",0.02033
Angola,AGO,"Mar 27, 2020",0.01
Angola,AGO,"Mar 28, 2020",0.02
Angola,AGO,"Mar 29, 2020",0.02
Angola,AGO,"Mar 30, 2020",0.04033
Angola,AGO,"Mar 31, 2020",0.03033
Angola,AGO,"Apr 1, 2020",0.03033
Angola,AGO,"Apr 2, 2020",0.01
Angola,AGO,"Apr 3, 2020",0.01
Angola,AGO,"Apr 4, 2020",0.01
Angola,AGO,"Apr 5, 2020",0.02033
Angola,AGO,"Apr 6, 2020",0.061
Angola,AGO,"Apr 7, 2020",0.08133
Angola,AGO,"Apr 8, 2020",0.071
Angola,AGO,"Apr 9, 2020",0.05067
Angola,AGO,"Apr 10, 2020",0.03033
Angola,AGO,"Apr 11, 2020",0.02033
Angola,AGO,"Apr 19, 2020",0.05067
Angola,AGO,"Apr 20, 2020",0.05067
Angola,AGO,"Apr 21, 2020",0.05067
Angola,AGO,"Apr 24, 2020",0.01
Angola,AGO,"Apr 25, 2020",0.01
Angola,AGO,"Apr 26, 2020",0.01
Angola,AGO,"Apr 27, 2020",0.01
Angola,AGO,"Apr 28, 2020",0.02
Angola,AGO,"Apr 29, 2020",0.02
Angola,AGO,"Apr 30, 2020",0.01
Angola,AGO,"May 2, 2020",0.02033
Anguilla,AIA,"Mar 27, 2020",133.316
Anguilla,AIA,"Mar 28, 2020",66.658
Anguilla,AIA,"Mar 29, 2020",44.43867
Anguilla,AIA,"Apr 3, 2020",22.21933
Anguilla,AIA,"Apr 4, 2020",22.21933
Anguilla,AIA,"Apr 5, 2020",22.21933
Antigua and Barbuda,ATG,"Mar 15, 2020",10.212
Antigua and Barbuda,ATG,"Mar 16, 2020",10.212
Antigua and Barbuda,ATG,"Mar 17, 2020",10.212
Antigua and Barbuda,ATG,"Mar 25, 2020",6.80767
Antigua and Barbuda,ATG,"Mar 26, 2020",6.80767
Antigua and Barbuda,ATG,"Mar 27, 2020",20.423
Antigua and Barbuda,ATG,"Mar 28, 2020",13.61533
Antigua and Barbuda,ATG,"Mar 29, 2020",13.61533
Antigua and Barbuda,ATG,"Apr 3, 2020",6.80767
Antigua and Barbuda,ATG,"Apr 4, 2020",27.231
Antigua and Barbuda,ATG,"Apr 5, 2020",27.231
Antigua and Barbuda,ATG,"Apr 6, 2020",20.42333
Antigua and Barbuda,ATG,"Apr 10, 2020",13.61533
Antigua and Barbuda,ATG,"Apr 11, 2020",20.423
Antigua and Barbuda,ATG,"Apr 12, 2020",20.423
Antigua and Barbuda,ATG,"Apr 13, 2020",6.80767
Antigua and Barbuda,ATG,"Apr 14, 2020",6.80767
Antigua and Barbuda,ATG,"Apr 15, 2020",6.80767
Antigua and Barbuda,ATG,"Apr 16, 2020",6.80767
Antigua and Barbuda,ATG,"Apr 22, 2020",3.404
Antigua and Barbuda,ATG,"Apr 23, 2020",3.404
Antigua and Barbuda,ATG,"Apr 24, 2020",3.404
Antigua and Barbuda,ATG,"May 2, 2020",3.404
Argentina,ARG,"Mar 4, 2020",0.022
Argentina,ARG,"Mar 5, 2020",0.022
Argentina,ARG,"Mar 6, 2020",0.022
Argentina,ARG,"Mar 7, 2020",0.0775
Argentina,ARG,"Mar 8, 2020",0.059
Argentina,ARG,"Mar 9, 2020",0.07367
Argentina,ARG,"Mar 10, 2020",0.044
Argentina,ARG,"Mar 11, 2020",0.1105
Argentina,ARG,"Mar 12, 2020",0.155
Argentina,ARG,"Mar 13, 2020",0.2105
Argentina,ARG,"Mar 14, 2020",0.166
Argentina,ARG,"Mar 15, 2020",0.19167
Argentina,ARG,"Mar 16, 2020",0.184
Argentina,ARG,"Mar 17, 2020",0.22833
Argentina,ARG,"Mar 18, 2020",0.25067
Argentina,ARG,"Mar 19, 2020",0.30233
Argentina,ARG,"Mar 20, 2020",0.46467
Argentina,ARG,"Mar 21, 2020",0.58267
Argentina,ARG,"Mar 22, 2020",0.944
Argentina,ARG,"Mar 23, 2020",1.01767
Argentina,ARG,"Mar 24, 2020",1.05433
Argentina,ARG,"Mar 25, 2020",1.19467
Argentina,ARG,"Mar 26, 2020",1.74033
Argentina,ARG,"Mar 27, 2020",2.124
Argentina,ARG,"Mar 28, 2020",2.23467
Argentina,ARG,"Mar 29, 2020",1.79233
Argentina,ARG,"Mar 30, 2020",1.70367
Argentina,ARG,"Mar 31, 2020",2.03533
Argentina,ARG,"Apr 1, 2020",1.62967
Argentina,ARG,"Apr 2, 2020",2.30833
Argentina,ARG,"Apr 3, 2020",1.23167
Argentina,ARG,"Apr 4, 2020",2.20533
Argentina,ARG,"Apr 5, 2020",2.34533
Argentina,ARG,"Apr 6, 2020",3.105
Argentina,ARG,"Apr 7, 2020",2.677
Argentina,ARG,"Apr 8, 2020",1.947
Argentina,ARG,"Apr 9, 2020",1.77733
Argentina,ARG,"Apr 10, 2020",1.96167
Argentina,ARG,"Apr 11, 2020",1.91733
Argentina,ARG,"Apr 12, 2020",2.522
Argentina,ARG,"Apr 13, 2020",2.27867
Argentina,ARG,"Apr 14, 2020",2.19033
Argentina,ARG,"Apr 15, 2020",2.17567
Argentina,ARG,"Apr 16, 2020",1.689
Argentina,ARG,"Apr 17, 2020",2.124
Argentina,ARG,"Apr 18, 2020",1.66667
Argentina,ARG,"Apr 19, 2020",2.92033
Argentina,ARG,"Apr 20, 2020",2.72867
Argentina,ARG,"Apr 21, 2020",2.66967
Argentina,ARG,"Apr 22, 2020",2.242
Argentina,ARG,"Apr 23, 2020",2.55167
Argentina,ARG,"Apr 24, 2020",2.97233
Argentina,ARG,"Apr 25, 2020",2.14633
Argentina,ARG,"Apr 26, 2020",3.62133
Argentina,ARG,"Apr 27, 2020",2.537
Argentina,ARG,"Apr 28, 2020",4.18167
Argentina,ARG,"Apr 29, 2020",2.55933
Argentina,ARG,"Apr 30, 2020",3.72467
Argentina,ARG,"May 1, 2020",3.13467
Argentina,ARG,"May 2, 2020",2.987
Armenia,ARM,"Mar 1, 2020",0.11233
Armenia,ARM,"Mar 2, 2020",0.11233
Armenia,ARM,"Mar 3, 2020",0.1685
Armenia,ARM,"Mar 12, 2020",1.012
Armenia,ARM,"Mar 13, 2020",0.8435
Armenia,ARM,"Mar 14, 2020",1.34967
Armenia,ARM,"Mar 15, 2020",1.79967
Armenia,ARM,"Mar 16, 2020",2.69967
Armenia,ARM,"Mar 17, 2020",4.387
Armenia,ARM,"Mar 18, 2020",6.52433
Armenia,ARM,"Mar 19, 2020",9.56133
Armenia,ARM,"Mar 20, 2020",7.874
Armenia,ARM,"Mar 21, 2020",6.52433
Armenia,ARM,"Mar 22, 2020",5.062
Armenia,ARM,"Mar 23, 2020",7.64933
Armenia,ARM,"Mar 24, 2020",6.52433
Armenia,ARM,"Mar 25, 2020",11.81133
Armenia,ARM,"Mar 26, 2020",11.249
Armenia,ARM,"Mar 27, 2020",15.186
Armenia,ARM,"Mar 28, 2020",12.03633
Armenia,ARM,"Mar 29, 2020",15.07333
Armenia,ARM,"Mar 30, 2020",10.68633
Armenia,ARM,"Mar 31, 2020",12.37367
Armenia,ARM,"Apr 1, 2020",12.14867
Armenia,ARM,"Apr 2, 2020",16.53567
Armenia,ARM,"Apr 3, 2020",20.36033
Armenia,ARM,"Apr 4, 2020",22.94767
Armenia,ARM,"Apr 5, 2020",22.38533
Armenia,ARM,"Apr 6, 2020",17.88567
Armenia,ARM,"Apr 7, 2020",10.91133
Armenia,ARM,"Apr 8, 2020",9.33633
Armenia,ARM,"Apr 9, 2020",6.63667
Armenia,ARM,"Apr 10, 2020",9.899
Armenia,ARM,"Apr 11, 2020",9.44933
Armenia,ARM,"Apr 12, 2020",9.67433
Armenia,ARM,"Apr 13, 2020",10.34933
Armenia,ARM,"Apr 14, 2020",11.474
Armenia,ARM,"Apr 15, 2020",16.19867
Armenia,ARM,"Apr 16, 2020",16.42367
Armenia,ARM,"Apr 17, 2020",18.22367
Armenia,ARM,"Apr 18, 2020",15.41133
Armenia,ARM,"Apr 19, 2020",14.84867
Armenia,ARM,"Apr 20, 2020",15.52367
Armenia,ARM,"Apr 21, 2020",17.211
Armenia,ARM,"Apr 22, 2020",20.47333
Armenia,ARM,"Apr 23, 2020",20.698
Armenia,ARM,"Apr 24, 2020",21.93533
Armenia,ARM,"Apr 25, 2020",22.94767
Armenia,ARM,"Apr 26, 2020",25.085
Armenia,ARM,"Apr 27, 2020",23.84767
Armenia,ARM,"Apr 28, 2020",21.373
Armenia,ARM,"Apr 29, 2020",20.923
Armenia,ARM,"Apr 30, 2020",13.94867
Armenia,ARM,"May 1, 2020",22.38533
Armenia,ARM,"May 2, 2020",24.29767
Aruba,ABW,"Mar 13, 2020",18.733
Aruba,ABW,"Mar 14, 2020",18.733
Aruba,ABW,"Mar 15, 2020",18.733
Aruba,ABW,"Mar 20, 2020",18.733
Aruba,ABW,"Mar 21, 2020",18.733
Aruba,ABW,"Mar 22, 2020",18.733
Aruba,ABW,"Mar 24, 2020",74.93
Aruba,ABW,"Mar 25, 2020",60.8805
Aruba,ABW,"Mar 26, 2020",46.83133
Aruba,ABW,"Mar 27, 2020",49.95333
Aruba,ABW,"Mar 28, 2020",34.343
Aruba,ABW,"Mar 29, 2020",28.09867
Aruba,ABW,"Mar 30, 2020",68.686
Aruba,ABW,"Mar 31, 2020",103.029
Aruba,ABW,"Apr 1, 2020",126.4445
Aruba,ABW,"Apr 2, 2020",23.4155
Aruba,ABW,"Apr 3, 2020",31.22067
Aruba,ABW,"Apr 4, 2020",21.85467
Aruba,ABW,"Apr 5, 2020",28.099
Aruba,ABW,"Apr 6, 2020",12.48867
Aruba,ABW,"Apr 7, 2020",28.099
Aruba,ABW,"Apr 8, 2020",31.221
Aruba,ABW,"Apr 9, 2020",40.58733
Aruba,ABW,"Apr 10, 2020",34.343
Aruba,ABW,"Apr 11, 2020",37.465
Aruba,ABW,"Apr 12, 2020",46.83133
Aruba,ABW,"Apr 13, 2020",31.221
Aruba,ABW,"Apr 14, 2020",18.73267
Aruba,ABW,"Apr 16, 2020",3.122
Aruba,ABW,"Apr 17, 2020",9.36633
Aruba,ABW,"Apr 18, 2020",12.48833
Aruba,ABW,"Apr 19, 2020",9.36633
Aruba,ABW,"Apr 20, 2020",6.244
Aruba,ABW,"Apr 21, 2020",3.122
Aruba,ABW,"Apr 22, 2020",3.122
Aruba,ABW,"Apr 23, 2020",9.36633
Aruba,ABW,"Apr 24, 2020",9.36633
Aruba,ABW,"Apr 25, 2020",9.36633
Asia,,"Dec 31, 2019",0.006
Asia,,"Jan 1, 2020",0.003
Asia,,"Jan 2, 2020",0.002
Asia,,"Jan 3, 2020",0.00133
Asia,,"Jan 4, 2020",0.00133
Asia,,"Jan 5, 2020",0.00233
Asia,,"Jan 6, 2020",0.001
Asia,,"Jan 7, 2020",0.001
Asia,,"Jan 17, 2020",0.00033
Asia,,"Jan 18, 2020",0.00167
Asia,,"Jan 19, 2020",0.01133
Asia,,"Jan 20, 2020",0.01233
Asia,,"Jan 21, 2020",0.022
Asia,,"Jan 22, 2020",0.02267
Asia,,"Jan 23, 2020",0.02833
Asia,,"Jan 24, 2020",0.03633
Asia,,"Jan 25, 2020",0.05833
Asia,,"Jan 26, 2020",0.09933
Asia,,"Jan 27, 2020",0.13733
Asia,,"Jan 28, 2020",0.23167
Asia,,"Jan 29, 2020",0.28967
Asia,,"Jan 30, 2020",0.35867
Asia,,"Jan 31, 2020",0.37533
Asia,,"Feb 1, 2020",0.421
Asia,,"Feb 2, 2020",0.482
Asia,,"Feb 3, 2020",0.54067
Asia,,"Feb 4, 2020",0.62167
Asia,,"Feb 5, 2020",0.71433
Asia,,"Feb 6, 2020",0.781
Asia,,"Feb 7, 2020",0.776
Asia,,"Feb 8, 2020",0.743
Asia,,"Feb 9, 2020",0.66233
Asia,,"Feb 10, 2020",0.64867
Asia,,"Feb 11, 2020",0.58133
Asia,,"Feb 12, 2020",0.53933
Asia,,"Feb 13, 2020",1.41333
Asia,,"Feb 14, 2020",1.53333
Asia,,"Feb 15, 2020",1.571
Asia,,"Feb 16, 2020",0.62867
Asia,,"Feb 17, 2020",0.47767
Asia,,"Feb 18, 2020",0.43033
Asia,,"Feb 19, 2020",0.41233
Asia,,"Feb 20, 2020",0.29667
Asia,,"Feb 21, 2020",0.23067
Asia,,"Feb 22, 2020",0.17833
Asia,,"Feb 23, 2020",0.21367
Asia,,"Feb 24, 2020",0.173
Asia,,"Feb 25, 2020",0.146
Asia,,"Feb 26, 2020",0.13233
Asia,,"Feb 27, 2020",0.17333
Asia,,"Feb 28, 2020",0.191
Asia,,"Feb 29, 2020",0.24633
Asia,,"Mar 1, 2020",0.27667
Asia,,"Mar 2, 2020",0.306
Asia,,"Mar 3, 2020",0.28767
Asia,,"Mar 4, 2020",0.29533
Asia,,"Mar 5, 2020",0.29
Asia,,"Mar 6, 2020",0.296
Asia,,"Mar 7, 2020",0.32833
Asia,,"Mar 8, 2020",0.355
Asia,,"Mar 9, 2020",0.34133
Asia,,"Mar 10, 2020",0.266
Asia,,"Mar 11, 2020",0.246
Asia,,"Mar 12, 2020",0.27933
Asia,,"Mar 13, 2020",0.31233
Asia,,"Mar 14, 2020",0.34667
Asia,,"Mar 15, 2020",0.359
Asia,,"Mar 16, 2020",0.4
Asia,,"Mar 17, 2020",0.4
Asia,,"Mar 18, 2020",0.411
Asia,,"Mar 19, 2020",0.42233
Asia,,"Mar 20, 2020",0.464
Asia,,"Mar 21, 2020",0.506
