Date,State,District,Confirmed,Recovered,Deceased,Migrated,Tested
2020-05-20,Madhya Pradesh,Morena,44,24,0,0,
2020-05-20,Madhya Pradesh,Neemuch,50,9,1,0,
2020-05-20,Madhya Pradesh,Panna,3,1,0,0,
2020-05-20,Madhya Pradesh,Raisen,67,61,3,0,
2020-05-20,Madhya Pradesh,Rajgarh,1,0,0,0,
2020-05-20,Madhya Pradesh,Ratlam,28,26,0,0,
2020-05-20,Madhya Pradesh,Rewa,25,1,1,0,
2020-05-20,Madhya Pradesh,Sagar,44,5,2,0,
2020-05-20,Madhya Pradesh,Satna,10,2,1,0,
2020-05-20,Madhya Pradesh,Sehore,5,0,1,0,
2020-05-20,Madhya Pradesh,Seoni,1,0,0,0,
2020-05-20,Madhya Pradesh,Shahdol,3,3,0,0,
2020-05-20,Madhya Pradesh,Shajapur,8,7,1,0,
2020-05-20,Madhya Pradesh,Sheopur,5,4,0,0,
2020-05-20,Madhya Pradesh,Shivpuri,3,2,0,0,
2020-05-20,Madhya Pradesh,Sidhi,5,0,0,0,
2020-05-20,Madhya Pradesh,Singrauli,1,0,0,0,
2020-05-20,Madhya Pradesh,Tikamgarh,6,3,0,0,
2020-05-20,Madhya Pradesh,Ujjain,420,176,50,0,
2020-05-20,Madhya Pradesh,Umaria,1,0,0,0,
2020-05-20,Madhya Pradesh,Vidisha,16,13,0,0,
2020-05-20,Mizoram,Aizawl,1,1,0,0,
2020-05-20,Nagaland,Dimapur,0,0,0,0,729
2020-05-20,Nagaland,Kohima,0,0,0,0,226
2020-05-20,Nagaland,Mokokchung,0,0,0,0,2
2020-05-20,Nagaland,Mon,0,0,0,0,8
2020-05-20,Nagaland,Peren,0,0,0,0,11
2020-05-20,Nagaland,Phek,0,0,0,0,1
2020-05-20,Nagaland,Tuensang,0,0,0,0,1
2020-05-20,Nagaland,Wokha,0,0,0,0,7
2020-05-20,Odisha,Angul,17,0,0,0,2830
2020-05-20,Odisha,Balangir,6,2,0,0,2237
2020-05-20,Odisha,Balasore,122,27,0,0,9843
2020-05-20,Odisha,Bhadrak,95,25,0,0,5539
2020-05-20,Odisha,Boudh,33,0,0,0,496
2020-05-20,Odisha,Cuttack,36,2,1,0,5720
2020-05-20,Odisha,Deogarh,2,1,0,0,682
2020-05-20,Odisha,Dhenkanal,2,1,0,0,1545
2020-05-20,Odisha,Gajapati,0,0,0,0,715
2020-05-20,Odisha,Ganjam,313,132,2,0,6632
2020-05-20,Odisha,Jagatsinghpur,28,5,0,0,2138
2020-05-20,Odisha,Jajpur,174,60,0,0,10621
2020-05-20,Odisha,Jharsuguda,2,2,0,0,1663
2020-05-20,Odisha,Kalahandi,2,2,0,0,1458
2020-05-20,Odisha,Kandhamal,3,0,0,0,1516
2020-05-20,Odisha,Kendrapara,40,8,0,0,2637
2020-05-20,Odisha,Kendujhar,8,2,0,0,
2020-05-20,Odisha,Khordha,71,48,3,0,
2020-05-20,Odisha,Koraput,1,1,0,0,1401
2020-05-20,Odisha,Malkangiri,2,0,0,0,1841
2020-05-20,Odisha,Mayurbhanj,11,7,0,0,3307
2020-05-20,Odisha,Nayagarh,10,1,0,0,1104
2020-05-20,Odisha,Nuapada,0,0,0,0,310
2020-05-20,Odisha,Puri,44,3,0,0,2577
2020-05-20,Odisha,Rayagada,0,0,0,0,578
2020-05-20,Odisha,Sambalpur,3,0,0,0,2007
2020-05-20,Odisha,Sundargarh,27,14,0,0,
2020-05-20,Punjab,Amritsar,308,295,4,0,
2020-05-20,Punjab,Barnala,21,20,1,0,
2020-05-20,Punjab,Bathinda,41,37,0,0,
2020-05-20,Punjab,Faridkot,61,45,0,0,
2020-05-20,Punjab,Fatehgarh Sahib,56,54,0,0,
2020-05-20,Punjab,Fazilka,44,39,0,0,
2020-05-20,Punjab,Ferozepur,44,43,1,0,
2020-05-20,Punjab,Gurdaspur,125,121,3,0,
2020-05-20,Punjab,Hoshiarpur,95,88,5,0,
2020-05-20,Punjab,Jalandhar,210,160,6,0,
2020-05-20,Punjab,Kapurthala,33,30,3,0,
2020-05-20,Punjab,Ludhiana,169,117,7,0,
2020-05-20,Punjab,Mansa,32,22,0,0,
2020-05-20,Punjab,Moga,59,59,0,0,
2020-05-20,Punjab,Pathankot,29,28,1,0,
2020-05-20,Punjab,Patiala,103,98,2,0,
2020-05-20,Punjab,Rupnagar,60,52,1,0,
2020-05-20,Punjab,S.A.S. Nagar,102,97,3,0,
2020-05-20,Punjab,Sangrur,88,87,0,0,
2020-05-20,Punjab,Shahid Bhagat Singh Nagar,105,98,1,0,
2020-05-20,Punjab,Sri Muktsar Sahib,65,50,0,0,
2020-05-20,Punjab,Tarn Taran,155,154,0,0,
2020-05-20,Puducherry,Karaikal,2,1,0,0,
2020-05-20,Puducherry,Mahe,3,2,0,0,
2020-05-20,Puducherry,Puducherry,18,7,0,0,
2020-05-20,Rajasthan,Ajmer,266,215,5,0,10327
2020-05-20,Rajasthan,Alwar,36,13,2,0,7193
2020-05-20,Rajasthan,BSF Camp,50,42,0,0,
2020-05-20,Rajasthan,Banswara,75,66,1,0,2616
2020-05-20,Rajasthan,Baran,5,4,0,0,1658
2020-05-20,Rajasthan,Barmer,50,1,0,0,
2020-05-20,Rajasthan,Bharatpur,129,115,3,0,7548
2020-05-20,Rajasthan,Bhilwara,82,43,2,0,16005
2020-05-20,Rajasthan,Bikaner,65,37,3,0,
2020-05-20,Rajasthan,Chittorgarh,167,107,2,0,6632
2020-05-20,Rajasthan,Churu,52,14,1,0,4557
2020-05-20,Rajasthan,Dausa,39,25,0,0,4479
2020-05-20,Rajasthan,Dholpur,28,10,0,0,2826
2020-05-20,Rajasthan,Dungarpur,233,8,0,0,3116
2020-05-20,Rajasthan,Evacuees,61,61,0,0,
2020-05-20,Rajasthan,Ganganagar,1,0,0,0,
2020-05-20,Rajasthan,Hanumangarh,14,13,0,0,2646
2020-05-20,Rajasthan,Italians,2,2,0,0,
2020-05-20,Rajasthan,Jaipur,1665,1034,73,0,51956
2020-05-20,Rajasthan,Jaisalmer,59,35,0,0,3559
2020-05-20,Rajasthan,Jalore,108,3,2,0,3223
2020-05-20,Rajasthan,Jhalawar,51,47,0,0,5795
2020-05-20,Rajasthan,Jhunjhunu,69,47,0,0,6987
2020-05-20,Rajasthan,Jodhpur,1128,834,16,0,49470
2020-05-20,Rajasthan,Karauli,10,4,2,0,1181
2020-05-20,Rajasthan,Kota,337,248,14,0,17067
2020-05-20,Rajasthan,Nagaur,213,126,5,0,8805
2020-05-20,Rajasthan,Other State,8,0,5,0,
2020-05-20,Rajasthan,Pali,217,45,4,0,3496
2020-05-20,Rajasthan,Pratapgarh,7,3,1,0,789
2020-05-20,Rajasthan,Rajsamand,61,26,0,0,1788
2020-05-20,Rajasthan,Sawai Madhopur,17,8,1,0,3491
2020-05-20,Rajasthan,Sikar,64,9,3,0,5177
2020-05-20,Rajasthan,Sirohi,70,5,0,0,3333
2020-05-20,Rajasthan,Tonk,156,142,1,0,6485
2020-05-20,Rajasthan,Udaipur,420,12,1,0,10279
2020-05-20,Telangana,Unknown,1661,1013,40,0,23388
2020-05-20,Tamil Nadu,Airport Quarantine,54,0,0,0,
2020-05-20,Tamil Nadu,Ariyalur,355,345,0,0,
2020-05-20,Tamil Nadu,Chengalpattu,617,193,3,0,
2020-05-20,Tamil Nadu,Chennai,8234,2823,61,0,85000
2020-05-20,Tamil Nadu,Coimbatore,145,144,1,0,
2020-05-20,Tamil Nadu,Cuddalore,420,381,1,0,
2020-05-20,Tamil Nadu,Dharmapuri,5,4,0,0,
2020-05-20,Tamil Nadu,Dindigul,127,106,1,0,
2020-05-20,Tamil Nadu,Erode,70,69,1,0,
2020-05-20,Tamil Nadu,Kallakurichi,112,58,0,0,
2020-05-20,Tamil Nadu,Kancheepuram,220,124,1,0,
2020-05-20,Tamil Nadu,Kanyakumari,49,20,1,0,
2020-05-20,Tamil Nadu,Karur,79,52,0,0,
2020-05-20,Tamil Nadu,Krishnagiri,21,18,0,0,
2020-05-20,Tamil Nadu,Madurai,172,108,2,0,
2020-05-20,Tamil Nadu,Nagapattinam,51,45,0,0,
2020-05-20,Tamil Nadu,Namakkal,77,77,0,0,
2020-05-20,Tamil Nadu,Nilgiris,14,12,0,0,
2020-05-20,Tamil Nadu,Other State,1,0,1,0,
2020-05-20,Tamil Nadu,Perambalur,139,91,0,0,
2020-05-20,Tamil Nadu,Pudukkottai,13,6,0,0,
2020-05-20,Tamil Nadu,Railway Quarantine,3,0,0,0,
2020-05-20,Tamil Nadu,Ramanathapuram,39,21,1,0,
2020-05-20,Tamil Nadu,Ranipet,84,58,0,0,
2020-05-20,Tamil Nadu,Salem,49,35,0,0,
2020-05-20,Tamil Nadu,Sivaganga,26,13,0,0,
2020-05-20,Tamil Nadu,Tenkasi,75,48,0,0,
2020-05-20,Tamil Nadu,Thanjavur,76,66,0,0,
2020-05-20,Tamil Nadu,Theni,92,44,1,0,
2020-05-20,Tamil Nadu,Thiruvallur,594,191,7,0,
2020-05-20,Tamil Nadu,Thiruvarur,32,30,0,0,
2020-05-20,Tamil Nadu,Thoothukkudi,112,29,2,0,
2020-05-20,Tamil Nadu,Tiruchirappalli,68,66,0,0,
2020-05-20,Tamil Nadu,Tirunelveli,243,78,1,0,
2020-05-20,Tamil Nadu,Tirupathur,29,22,0,0,
2020-05-20,Tamil Nadu,Tiruppur,114,114,0,0,
2020-05-20,Tamil Nadu,Tiruvannamalai,165,50,0,0,
2020-05-20,Tamil Nadu,Vellore,35,26,1,0,
2020-05-20,Tamil Nadu,Viluppuram,319,278,2,0,
2020-05-20,Tamil Nadu,Virudhunagar,61,37,0,0,
2020-05-20,Tripura,Dhalai,162,114,0,0,2631
2020-05-20,Tripura,Gomati,2,1,0,0,1676
2020-05-20,Tripura,Khowai,1,0,0,0,514
2020-05-20,Tripura,North Tripura,4,1,0,0,4284
2020-05-20,Tripura,Sipahijala,0,0,0,0,1280
2020-05-20,Tripura,South Tripura,0,0,0,0,1377
2020-05-20,Tripura,Unknown,4,0,0,0,
2020-05-20,Tripura,Unokoti,0,0,0,0,472
2020-05-20,Tripura,West Tripura,0,0,0,0,3588
2020-05-20,Uttar Pradesh,Agra,836,625,27,0,11284
2020-05-20,Uttar Pradesh,Aligarh,99,53,8,0,
2020-05-20,Uttar Pradesh,Ambedkar Nagar,22,0,0,0,
2020-05-20,Uttar Pradesh,Amethi,26,4,0,0,
2020-05-20,Uttar Pradesh,Amroha,35,29,1,0,
2020-05-20,Uttar Pradesh,Auraiya,20,12,0,0,
2020-05-20,Uttar Pradesh,Ayodhya,28,1,0,0,
2020-05-20,Uttar Pradesh,Azamgarh,15,9,1,0,
2020-05-20,Uttar Pradesh,Baghpat,27,20,0,0,
2020-05-20,Uttar Pradesh,Bahraich,63,24,0,0,
2020-05-20,Uttar Pradesh,Ballia,13,0,0,0,
2020-05-20,Uttar Pradesh,Balrampur,32,1,0,0,
2020-05-20,Uttar Pradesh,Banda,21,20,0,0,
2020-05-20,Uttar Pradesh,Barabanki,79,2,0,0,
2020-05-20,Uttar Pradesh,Bareilly,26,10,1,0,
2020-05-20,Uttar Pradesh,Basti,104,30,2,0,
2020-05-20,Uttar Pradesh,Bhadohi,9,3,0,0,
2020-05-20,Uttar Pradesh,Bijnor,58,41,1,0,
2020-05-20,Uttar Pradesh,Budaun,17,17,0,0,
2020-05-20,Uttar Pradesh,Bulandshahr,96,61,1,0,
2020-05-20,Uttar Pradesh,Chandauli,15,0,0,0,
2020-05-20,Uttar Pradesh,Chitrakoot,16,8,0,0,
2020-05-20,Uttar Pradesh,Deoria,25,3,0,0,
2020-05-20,Uttar Pradesh,Etah,13,9,1,0,
2020-05-20,Uttar Pradesh,Etawah,19,2,0,0,
2020-05-20,Uttar Pradesh,Farrukhabad,20,0,0,0,
2020-05-20,Uttar Pradesh,Fatehpur,24,4,0,0,
2020-05-20,Uttar Pradesh,Firozabad,204,181,5,0,
2020-05-20,Uttar Pradesh,Gautam Buddha Nagar,302,206,5,0,
2020-05-20,Uttar Pradesh,Ghaziabad,199,151,2,0,
2020-05-20,Uttar Pradesh,Ghazipur,49,7,0,0,
2020-05-20,Uttar Pradesh,Gonda,36,14,0,0,
2020-05-20,Uttar Pradesh,Gorakhpur,27,3,1,0,
2020-05-20,Uttar Pradesh,Hamirpur,2,1,0,0,
2020-05-20,Uttar Pradesh,Hapur,87,42,1,0,
2020-05-20,Uttar Pradesh,Hardoi,20,2,0,0,
2020-05-20,Uttar Pradesh,Hathras,20,9,0,0,
2020-05-20,Uttar Pradesh,Jalaun,41,14,2,0,
2020-05-20,Uttar Pradesh,Jaunpur,31,10,0,0,
2020-05-20,Uttar Pradesh,Jhansi,30,18,4,0,
2020-05-20,Uttar Pradesh,Kannauj,26,7,0,0,
2020-05-20,Uttar Pradesh,Kanpur Dehat,7,1,1,0,
2020-05-20,Uttar Pradesh,Kanpur Nagar,318,288,8,0,
2020-05-20,Uttar Pradesh,Kasganj,13,3,0,0,
2020-05-20,Uttar Pradesh,Kaushambi,33,2,0,0,
2020-05-20,Uttar Pradesh,Kushinagar,7,2,1,0,
2020-05-20,Uttar Pradesh,Lakhimpur Kheri,40,5,0,0,
2020-05-20,Uttar Pradesh,Lalitpur,1,0,1,0,
2020-05-20,Uttar Pradesh,Lucknow,308,232,1,0,
2020-05-20,Uttar Pradesh,Maharajganj,23,7,0,0,
2020-05-20,Uttar Pradesh,Mahoba,3,2,1,0,
2020-05-20,Uttar Pradesh,Mainpuri,24,8,2,0,
2020-05-20,Uttar Pradesh,Mathura,57,37,4,0,
2020-05-20,Uttar Pradesh,Mau,4,1,0,0,
2020-05-20,Uttar Pradesh,Meerut,337,184,21,0,
2020-05-20,Uttar Pradesh,Mirzapur,24,9,0,0,
2020-05-20,Uttar Pradesh,Moradabad,170,121,11,0,
2020-05-20,Uttar Pradesh,Muzaffarnagar,34,25,0,0,
2020-05-20,Uttar Pradesh,Pilibhit,32,4,0,0,2524
2020-05-20,Uttar Pradesh,Pratapgarh,56,12,1,0,
2020-05-20,Uttar Pradesh,Prayagraj,58,15,3,0,
2020-05-20,Uttar Pradesh,Rae Bareli,58,47,0,0,
2020-05-20,Uttar Pradesh,Rampur,94,23,0,0,
2020-05-20,Uttar Pradesh,Saharanpur,218,190,0,0,
2020-05-20,Uttar Pradesh,Sambhal,57,21,0,0,
2020-05-20,Uttar Pradesh,Sant Kabir Nagar,46,25,4,0,
2020-05-20,Uttar Pradesh,Shahjahanpur,11,1,0,0,
2020-05-20,Uttar Pradesh,Shamli,37,28,0,0,
2020-05-20,Uttar Pradesh,Shrawasti,22,5,1,0,
2020-05-20,Uttar Pradesh,Siddharthnagar,51,19,0,0,
2020-05-20,Uttar Pradesh,Sitapur,34,21,0,0,
2020-05-20,Uttar Pradesh,Sonbhadra,3,0,0,0,
2020-05-20,Uttar Pradesh,Sultanpur,28,4,0,0,
2020-05-20,Uttar Pradesh,Unnao,11,4,0,0,
2020-05-20,Uttar Pradesh,Varanasi,124,67,4,0,
2020-05-20,Uttarakhand,Almora,3,1,0,0,205
2020-05-20,Uttarakhand,Bageshwar,2,0,0,0,95
2020-05-20,Uttarakhand,Chamoli,1,0,0,0,89
2020-05-20,Uttarakhand,Champawat,0,0,0,0,138
2020-05-20,Uttarakhand,Dehradun,47,29,1,0,6207
2020-05-20,Uttarakhand,Haridwar,8,7,0,0,2414
2020-05-20,Uttarakhand,Nainital,25,10,0,0,1743
2020-05-20,Uttarakhand,Pauri Garhwal,4,1,0,0,197
2020-05-20,Uttarakhand,Pithoragarh,0,0,0,0,136
2020-05-20,Uttarakhand,Rudraprayag,0,0,0,0,117
2020-05-20,Uttarakhand,Tehri Garhwal,6,0,0,0,60
2020-05-20,Uttarakhand,Udham Singh Nagar,27,5,0,0,2619
2020-05-20,Uttarakhand,Uttarkashi,3,0,0,0,406
2020-05-20,West Bengal,Birbhum,16,6,0,0,
2020-05-20,West Bengal,Dakshin Dinajpur,3,0,0,0,
2020-05-20,West Bengal,Darjeeling,10,5,1,0,
2020-05-20,West Bengal,Hooghly,154,109,6,0,
2020-05-20,West Bengal,Howrah,649,190,33,0,
2020-05-20,West Bengal,Jalpaiguri,4,4,0,0,
2020-05-20,West Bengal,Jhargram,3,0,0,0,
2020-05-20,West Bengal,Kalimpong,7,6,1,0,
2020-05-20,West Bengal,Kolkata,1502,538,169,0,
2020-05-20,West Bengal,Malda,46,10,0,0,
2020-05-20,West Bengal,Murshidabad,12,4,1,0,
2020-05-20,West Bengal,Nadia,17,8,0,0,
2020-05-20,West Bengal,North 24 Parganas,420,153,33,0,
2020-05-20,West Bengal,Other State,25,3,1,0,
2020-05-20,West Bengal,Paschim Bardhaman,19,10,2,0,
2020-05-20,West Bengal,Paschim Medinipur,21,19,0,0,
2020-05-20,West Bengal,Purba Bardhaman,20,5,0,0,
2020-05-20,West Bengal,Purba Medinipur,51,29,1,0,
2020-05-20,West Bengal,South 24 Parganas,108,37,5,0,
2020-05-20,West Bengal,Uttar Dinajpur,16,0,0,0,
2020-05-21,Andaman and Nicobar Islands,Unknown,33,33,0,0,7167
2020-05-21,Andhra Pradesh,Anantapur,136,92,4,0,19718
2020-05-21,Andhra Pradesh,Chittoor,208,97,1,0,21259
2020-05-21,Andhra Pradesh,East Godavari,59,43,0,0,28358
2020-05-21,Andhra Pradesh,Guntur,426,328,8,0,21250
2020-05-21,Andhra Pradesh,Krishna,396,280,15,0,18108
2020-05-21,Andhra Pradesh,Kurnool,638,447,21,0,20740
2020-05-21,Andhra Pradesh,Other State,153,25,0,0,
2020-05-21,Andhra Pradesh,Prakasam,67,63,0,0,18807
2020-05-21,Andhra Pradesh,S.P.S. Nellore,182,103,4,0,16307
2020-05-21,Andhra Pradesh,Srikakulam,16,5,0,0,24450
2020-05-21,Andhra Pradesh,Unknown,45,41,0,0,
2020-05-21,Andhra Pradesh,Visakhapatnam,81,47,1,0,25505
2020-05-21,Andhra Pradesh,Vizianagaram,16,4,0,0,13834
2020-05-21,Andhra Pradesh,West Godavari,75,54,0,0,18829
2020-05-21,Andhra Pradesh,Y.S.R. Kadapa,107,76,0,0,20294
2020-05-21,Arunachal Pradesh,Lohit,1,1,0,0,
2020-05-21,Assam,Biswanath,2,0,0,0,
2020-05-21,Assam,Bongaigaon,5,5,0,0,
2020-05-21,Assam,Cachar,14,10,0,0,
2020-05-21,Assam,Darrang,1,0,0,0,
2020-05-21,Assam,Dhubri,7,5,0,0,
2020-05-21,Assam,Dibrugarh,1,0,0,0,
2020-05-21,Assam,Goalpara,6,4,0,0,
2020-05-21,Assam,Golaghat,15,9,0,0,
2020-05-21,Assam,Hailakandi,1,0,1,0,
2020-05-21,Assam,Hojai,10,0,0,0,
2020-05-21,Assam,Jorhat,7,2,0,0,
2020-05-21,Assam,Kamrup,10,1,0,0,
2020-05-21,Assam,Kamrup Metropolitan,81,4,3,0,
2020-05-21,Assam,Karimganj,5,2,0,0,
2020-05-21,Assam,Kokrajhar,6,0,0,0,
2020-05-21,Assam,Lakhimpur,3,1,0,0,
2020-05-21,Assam,Morigaon,6,6,0,0,
2020-05-21,Assam,Nagaon,4,0,0,0,
2020-05-21,Assam,Nalbari,6,4,0,0,
2020-05-21,Assam,Other State,1,1,0,0,
2020-05-21,Assam,Sivasagar,3,0,0,0,
2020-05-21,Assam,Sonitpur,8,0,0,0,
2020-05-21,Assam,South Salmara Mankachar,1,1,0,0,
2020-05-21,Assam,Udalguri,1,0,0,0,
2020-05-21,Assam,Unknown,6,0,0,3,
2020-05-21,Assam,West Karbi Anglong,1,0,0,0,
2020-05-21,Bihar,Araria,4,1,0,0,
2020-05-21,Bihar,Arwal,17,4,0,0,
2020-05-21,Bihar,Aurangabad,26,12,0,0,
2020-05-21,Bihar,Banka,52,1,0,0,
2020-05-21,Bihar,Begusarai,90,20,0,0,
2020-05-21,Bihar,Bhagalpur,59,12,0,0,
2020-05-21,Bihar,Bhojpur,38,18,0,0,
2020-05-21,Bihar,Buxar,75,56,0,0,
2020-05-21,Bihar,Darbhanga,22,5,0,0,
2020-05-21,Bihar,East Champaran,30,9,1,0,
2020-05-21,Bihar,Gaya,18,6,0,0,
2020-05-21,Bihar,Gopalganj,81,18,0,0,
2020-05-21,Bihar,Jamui,15,0,0,0,
2020-05-21,Bihar,Jehanabad,108,5,0,0,
2020-05-21,Bihar,Kaimur,44,32,0,0,
2020-05-21,Bihar,Katihar,54,8,0,0,
2020-05-21,Bihar,Khagaria,91,8,1,0,879
2020-05-21,Bihar,Kishanganj,14,7,0,0,807
2020-05-21,Bihar,Lakhisarai,23,5,0,0,
2020-05-21,Bihar,Madhepura,20,2,0,0,
2020-05-21,Bihar,Madhubani,81,13,0,0,
2020-05-21,Bihar,Munger,136,92,1,0,
2020-05-21,Bihar,Muzaffarpur,30,6,0,0,1430
2020-05-21,Bihar,Nalanda,78,48,0,0,
2020-05-21,Bihar,Nawada,41,4,0,0,
2020-05-21,Bihar,Patna,168,46,2,0,
2020-05-21,Bihar,Purnia,38,2,0,0,
2020-05-21,Bihar,Rohtas,109,59,1,0,
2020-05-21,Bihar,Saharsa,22,0,0,0,
2020-05-21,Bihar,Samastipur,41,3,0,0,
2020-05-21,Bihar,Saran,14,8,0,0,
2020-05-21,Bihar,Sheikhpura,37,0,0,0,
2020-05-21,Bihar,Sheohar,5,3,0,0,
2020-05-21,Bihar,Sitamarhi,9,4,1,0,
2020-05-21,Bihar,Siwan,45,32,0,0,
2020-05-21,Bihar,Supaul,29,0,0,0,
2020-05-21,Bihar,Unknown,177,9,0,0,
2020-05-21,Bihar,Vaishali,19,2,2,0,
2020-05-21,Bihar,West Champaran,27,11,0,0,
2020-05-21,Chandigarh,Chandigarh,218,178,3,0,3369
2020-05-21,Chhattisgarh,Balod,14,0,0,0,1348
2020-05-21,Chhattisgarh,Baloda Bazar,8,0,0,0,1382
2020-05-21,Chhattisgarh,Balrampur,0,0,0,0,596
2020-05-21,Chhattisgarh,Bametara,0,0,0,0,1494
2020-05-21,Chhattisgarh,Bastar,0,0,0,0,3990
2020-05-21,Chhattisgarh,Bijapur,0,0,0,0,520
2020-05-21,Chhattisgarh,Bilaspur,8,1,0,0,3652
2020-05-21,Chhattisgarh,Dakshin Bastar Dantewada,0,0,0,0,491
2020-05-21,Chhattisgarh,Dhamtari,0,0,0,0,698
2020-05-21,Chhattisgarh,Durg,10,10,0,0,2247
2020-05-21,Chhattisgarh,Gariaband,1,0,0,0,1064
2020-05-21,Chhattisgarh,Gaurela Pendra Marwahi,0,0,0,0,270
2020-05-21,Chhattisgarh,Janjgir Champa,14,0,0,0,1119
2020-05-21,Chhattisgarh,Jashpur,0,0,0,0,961
2020-05-21,Chhattisgarh,Kabeerdham,8,6,0,0,1465
2020-05-21,Chhattisgarh,Kondagaon,0,0,0,0,828
2020-05-21,Chhattisgarh,Korba,29,28,0,0,6374
2020-05-21,Chhattisgarh,Koriya,1,0,0,0,611
2020-05-21,Chhattisgarh,Mahasamund,0,0,0,0,588
2020-05-21,Chhattisgarh,Mungeli,1,0,0,0,671
2020-05-21,Chhattisgarh,Narayanpur,0,0,0,0,480
2020-05-21,Chhattisgarh,Raigarh,5,0,0,0,2236
2020-05-21,Chhattisgarh,Raipur,8,7,0,0,5493
2020-05-21,Chhattisgarh,Rajnandgaon,10,1,0,0,3471
2020-05-21,Chhattisgarh,Sukma,0,0,0,0,961
2020-05-21,Chhattisgarh,Surajpur,7,6,0,0,876
2020-05-21,Chhattisgarh,Surguja,3,0,0,0,679
2020-05-21,Chhattisgarh,Unknown,0,0,0,0,
2020-05-21,Chhattisgarh,Uttar Bastar Kanker,1,0,0,0,716
2020-05-21,Delhi,Delhi,11659,5567,194,0,154385
2020-05-21,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,1,1,0,0,
2020-05-21,Goa,North Goa,6,6,0,0,
2020-05-21,Goa,South Goa,46,1,0,0,
2020-05-21,Gujarat,Ahmedabad,9449,3330,619,0,66960
2020-05-21,Gujarat,Amreli,2,0,0,0,2297
2020-05-21,Gujarat,Anand,85,75,9,0,1426
2020-05-21,Gujarat,Aravalli,93,75,3,0,1800
2020-05-21,Gujarat,Banaskantha,99,78,4,0,1896
2020-05-21,Gujarat,Bharuch,37,26,3,0,1829
2020-05-21,Gujarat,Bhavnagar,114,84,8,0,4424
2020-05-21,Gujarat,Botad,56,54,1,0,1698
2020-05-21,Gujarat,Chhota Udaipur,22,14,0,0,1258
2020-05-21,Gujarat,Dahod,32,18,0,0,2468
2020-05-21,Gujarat,Dang,2,2,0,0,479
2020-05-21,Gujarat,Devbhumi Dwarka,12,4,0,0,1363
2020-05-21,Gujarat,Gandhinagar,198,90,8,0,4645
2020-05-21,Gujarat,Gir Somnath,34,3,0,0,1302
2020-05-21,Gujarat,Jamnagar,46,25,2,0,4504
2020-05-21,Gujarat,Junagadh,15,3,0,0,4250
2020-05-21,Gujarat,Kheda,54,26,2,0,2046
2020-05-21,Gujarat,Kutch,61,6,1,0,2115
2020-05-21,Gujarat,Mahisagar,77,38,1,0,1360
2020-05-21,Gujarat,Mehsana,93,51,4,0,1053
2020-05-21,Gujarat,Morbi,2,2,0,0,1524
2020-05-21,Gujarat,Narmada,15,13,0,0,1332
2020-05-21,Gujarat,Navsari,14,8,0,0,2267
2020-05-21,Gujarat,Other State,5,0,0,0,
2020-05-21,Gujarat,Panchmahal,72,58,6,0,2344
2020-05-21,Gujarat,Patan,69,25,4,0,1301
2020-05-21,Gujarat,Porbandar,5,3,0,0,1373
2020-05-21,Gujarat,Rajkot,82,55,2,0,4246
2020-05-21,Gujarat,Sabarkantha,52,20,3,0,1683
2020-05-21,Gujarat,Surat,1227,823,57,0,27043
2020-05-21,Gujarat,Surendranagar,16,3,0,0,1565
2020-05-21,Gujarat,Tapi,3,2,0,0,1236
2020-05-21,Gujarat,Vadodara,750,470,35,0,7876
2020-05-21,Gujarat,Valsad,17,4,1,0,3188
2020-05-21,Himachal Pradesh,Bilaspur,7,2,0,0,
2020-05-21,Himachal Pradesh,Chamba,13,11,0,0,
2020-05-21,Himachal Pradesh,Hamirpur,46,4,1,0,
2020-05-21,Himachal Pradesh,Kangra,41,12,1,0,
2020-05-21,Himachal Pradesh,Kullu,1,0,0,0,
2020-05-21,Himachal Pradesh,Mandi,6,1,1,0,
2020-05-21,Himachal Pradesh,Shimla,1,1,0,0,
2020-05-21,Himachal Pradesh,Sirmaur,4,2,0,0,
2020-05-21,Himachal Pradesh,Solan,14,5,1,0,
2020-05-21,Himachal Pradesh,Una,19,17,0,0,
2020-05-21,Haryana,Ambala,42,40,2,0,
2020-05-21,Haryana,Bhiwani,6,4,0,0,
2020-05-21,Haryana,Charkhi Dadri,6,1,0,0,
2020-05-21,Haryana,Faridabad,181,90,6,0,
2020-05-21,Haryana,Fatehabad,8,3,0,0,
2020-05-21,Haryana,Gurugram,239,131,0,0,
2020-05-21,Haryana,Hisar,9,3,0,0,
2020-05-21,Haryana,Italians,14,14,0,0,
2020-05-21,Haryana,Jhajjar,91,84,0,0,
2020-05-21,Haryana,Jind,23,15,0,0,
2020-05-21,Haryana,Kaithal,5,3,0,0,
2020-05-21,Haryana,Karnal,21,11,1,0,
2020-05-21,Haryana,Kurukshetra,9,3,0,0,
2020-05-21,Haryana,Mahendragarh,11,4,0,0,
2020-05-21,Haryana,Nuh,65,60,0,0,
2020-05-21,Haryana,Palwal,40,36,0,0,
2020-05-21,Haryana,Panchkula,25,24,0,0,
2020-05-21,Haryana,Panipat,46,31,3,0,
2020-05-21,Haryana,Rewari,9,0,0,0,
2020-05-21,Haryana,Rohtak,14,7,1,0,
2020-05-21,Haryana,Sirsa,8,8,0,0,
2020-05-21,Haryana,Sonipat,150,101,1,0,
